accuracy,control_task_accuracy,selectivity,chance,n_train,n_test,seed,probe,layer,model,set,condition
0.05555555555555555,0.041666666666666664,0.013888888888888888,0.08333333333333333,216,72,17,logistic,3,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.013888888888888888,0.027777777777777776,0.08333333333333333,216,72,18,logistic,3,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,19,logistic,3,M_npo_s0,control,M_npo_s0:control
0.125,0.1111111111111111,0.013888888888888895,0.08333333333333333,216,72,0,logistic,4,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.19444444444444445,-0.11111111111111112,0.08333333333333333,216,72,1,logistic,4,M_npo_s0,control,M_npo_s0:control
0.05555555555555555,0.08333333333333333,-0.027777777777777776,0.08333333333333333,216,72,2,logistic,4,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.1527777777777778,-0.08333333333333334,0.08333333333333333,216,72,3,logistic,4,M_npo_s0,control,M_npo_s0:control
0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,216,72,4,logistic,4,M_npo_s0,control,M_npo_s0:control
0.09722222222222222,0.2222222222222222,-0.12499999999999999,0.08333333333333333,216,72,5,logistic,4,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.125,-0.09722222222222222,0.08333333333333333,216,72,6,logistic,4,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.1111111111111111,-0.09722222222222221,0.08333333333333333,216,72,7,logistic,4,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,216,72,8,logistic,4,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,9,logistic,4,M_npo_s0,control,M_npo_s0:control
0.1388888888888889,0.125,0.013888888888888895,0.08333333333333333,216,72,10,logistic,4,M_npo_s0,control,M_npo_s0:control
0.05555555555555555,0.041666666666666664,0.013888888888888888,0.08333333333333333,216,72,11,logistic,4,M_npo_s0,control,M_npo_s0:control
0.125,0.06944444444444445,0.05555555555555555,0.08333333333333333,216,72,12,logistic,4,M_npo_s0,control,M_npo_s0:control
0.0,0.125,-0.125,0.08333333333333333,216,72,13,logistic,4,M_npo_s0,control,M_npo_s0:control
0.0,0.1111111111111111,-0.1111111111111111,0.08333333333333333,216,72,14,logistic,4,M_npo_s0,control,M_npo_s0:control
0.0,0.1111111111111111,-0.1111111111111111,0.08333333333333333,216,72,15,logistic,4,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,16,logistic,4,M_npo_s0,control,M_npo_s0:control
0.0,0.1388888888888889,-0.1388888888888889,0.08333333333333333,216,72,17,logistic,4,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,216,72,18,logistic,4,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.1111111111111111,-0.04166666666666666,0.08333333333333333,216,72,19,logistic,4,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.2638888888888889,-0.18055555555555558,0.08333333333333333,216,72,0,logistic,5,M_npo_s0,control,M_npo_s0:control
0.0,0.16666666666666666,-0.16666666666666666,0.08333333333333333,216,72,1,logistic,5,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,2,logistic,5,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.1388888888888889,-0.11111111111111112,0.08333333333333333,216,72,3,logistic,5,M_npo_s0,control,M_npo_s0:control
0.05555555555555555,0.027777777777777776,0.027777777777777776,0.08333333333333333,216,72,4,logistic,5,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.125,-0.1111111111111111,0.08333333333333333,216,72,5,logistic,5,M_npo_s0,control,M_npo_s0:control
0.0,0.09722222222222222,-0.09722222222222222,0.08333333333333333,216,72,6,logistic,5,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.1111111111111111,-0.08333333333333333,0.08333333333333333,216,72,7,logistic,5,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.013888888888888888,0.027777777777777776,0.08333333333333333,216,72,8,logistic,5,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,9,logistic,5,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,10,logistic,5,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,11,logistic,5,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,216,72,12,logistic,5,M_npo_s0,control,M_npo_s0:control
0.0,0.06944444444444445,-0.06944444444444445,0.08333333333333333,216,72,13,logistic,5,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.0,0.013888888888888888,0.08333333333333333,216,72,14,logistic,5,M_npo_s0,control,M_npo_s0:control
0.0,0.06944444444444445,-0.06944444444444445,0.08333333333333333,216,72,15,logistic,5,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.027777777777777776,-0.013888888888888888,0.08333333333333333,216,72,16,logistic,5,M_npo_s0,control,M_npo_s0:control
0.0,0.1388888888888889,-0.1388888888888889,0.08333333333333333,216,72,17,logistic,5,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,18,logistic,5,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.013888888888888888,0.013888888888888888,0.08333333333333333,216,72,19,logistic,5,M_npo_s0,control,M_npo_s0:control
0.0,0.19444444444444445,-0.19444444444444445,0.08333333333333333,216,72,0,logistic,6,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,1,logistic,6,M_npo_s0,control,M_npo_s0:control
0.1111111111111111,0.20833333333333334,-0.09722222222222224,0.08333333333333333,216,72,2,logistic,6,M_npo_s0,control,M_npo_s0:control
0.0,0.3055555555555556,-0.3055555555555556,0.08333333333333333,216,72,3,logistic,6,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.09722222222222222,-0.013888888888888895,0.08333333333333333,216,72,4,logistic,6,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.125,-0.05555555555555555,0.08333333333333333,216,72,5,logistic,6,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.1527777777777778,-0.06944444444444446,0.08333333333333333,216,72,6,logistic,6,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,7,logistic,6,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.05555555555555555,0.027777777777777776,0.08333333333333333,216,72,8,logistic,6,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.05555555555555555,0.013888888888888895,0.08333333333333333,216,72,9,logistic,6,M_npo_s0,control,M_npo_s0:control
0.125,0.125,0.0,0.08333333333333333,216,72,10,logistic,6,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.05555555555555555,-0.013888888888888888,0.08333333333333333,216,72,11,logistic,6,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,12,logistic,6,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,13,logistic,6,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,14,logistic,6,M_npo_s0,control,M_npo_s0:control
0.0,0.1111111111111111,-0.1111111111111111,0.08333333333333333,216,72,15,logistic,6,M_npo_s0,control,M_npo_s0:control
0.0,0.041666666666666664,-0.041666666666666664,0.08333333333333333,216,72,16,logistic,6,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.16666666666666666,-0.09722222222222221,0.08333333333333333,216,72,17,logistic,6,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,18,logistic,6,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,19,logistic,6,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.09722222222222222,-0.013888888888888895,0.08333333333333333,216,72,0,logistic,7,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.08333333333333333,216,72,1,logistic,7,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,2,logistic,7,M_npo_s0,control,M_npo_s0:control
0.19444444444444445,0.18055555555555555,0.013888888888888895,0.08333333333333333,216,72,3,logistic,7,M_npo_s0,control,M_npo_s0:control
0.25,0.125,0.125,0.08333333333333333,216,72,4,logistic,7,M_npo_s0,control,M_npo_s0:control
0.1527777777777778,0.16666666666666666,-0.013888888888888867,0.08333333333333333,216,72,5,logistic,7,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.05555555555555555,0.027777777777777776,0.08333333333333333,216,72,6,logistic,7,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,7,logistic,7,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,8,logistic,7,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,9,logistic,7,M_npo_s0,control,M_npo_s0:control
0.18055555555555555,0.09722222222222222,0.08333333333333333,0.08333333333333333,216,72,10,logistic,7,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,11,logistic,7,M_npo_s0,control,M_npo_s0:control
0.1111111111111111,0.027777777777777776,0.08333333333333333,0.08333333333333333,216,72,12,logistic,7,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,13,logistic,7,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,14,logistic,7,M_npo_s0,control,M_npo_s0:control
0.0,0.1111111111111111,-0.1111111111111111,0.08333333333333333,216,72,15,logistic,7,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,16,logistic,7,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.09722222222222222,-0.08333333333333334,0.08333333333333333,216,72,17,logistic,7,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,18,logistic,7,M_npo_s0,control,M_npo_s0:control
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,19,logistic,7,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.125,-0.1111111111111111,0.08333333333333333,216,72,0,logistic,8,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.125,-0.05555555555555555,0.08333333333333333,216,72,1,logistic,8,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,2,logistic,8,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,3,logistic,8,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.0,0.06944444444444445,0.08333333333333333,216,72,4,logistic,8,M_npo_s0,control,M_npo_s0:control
0.0,0.18055555555555555,-0.18055555555555555,0.08333333333333333,216,72,5,logistic,8,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.125,-0.05555555555555555,0.08333333333333333,216,72,6,logistic,8,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,7,logistic,8,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,8,logistic,8,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,9,logistic,8,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,10,logistic,8,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.0,0.06944444444444445,0.08333333333333333,216,72,11,logistic,8,M_npo_s0,control,M_npo_s0:control
0.05555555555555555,0.08333333333333333,-0.027777777777777776,0.08333333333333333,216,72,12,logistic,8,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.0,0.013888888888888888,0.08333333333333333,216,72,13,logistic,8,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,14,logistic,8,M_npo_s0,control,M_npo_s0:control
0.0,0.06944444444444445,-0.06944444444444445,0.08333333333333333,216,72,15,logistic,8,M_npo_s0,control,M_npo_s0:control
0.09722222222222222,0.1527777777777778,-0.055555555555555566,0.08333333333333333,216,72,16,logistic,8,M_npo_s0,control,M_npo_s0:control
0.0,0.1388888888888889,-0.1388888888888889,0.08333333333333333,216,72,17,logistic,8,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,18,logistic,8,M_npo_s0,control,M_npo_s0:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,19,logistic,8,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.19444444444444445,-0.16666666666666669,0.08333333333333333,216,72,0,logistic,9,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.09722222222222222,-0.08333333333333334,0.08333333333333333,216,72,1,logistic,9,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.027777777777777776,0.04166666666666667,0.08333333333333333,216,72,2,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,3,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,4,logistic,9,M_npo_s0,control,M_npo_s0:control
0.041666666666666664,0.2222222222222222,-0.18055555555555555,0.08333333333333333,216,72,5,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.2777777777777778,-0.2777777777777778,0.08333333333333333,216,72,6,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,7,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,8,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,9,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,10,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,11,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.05555555555555555,-0.05555555555555555,0.08333333333333333,216,72,12,logistic,9,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,13,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,14,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,15,logistic,9,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.1527777777777778,-0.08333333333333334,0.08333333333333333,216,72,16,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.25,-0.25,0.08333333333333333,216,72,17,logistic,9,M_npo_s0,control,M_npo_s0:control
0.1111111111111111,0.027777777777777776,0.08333333333333333,0.08333333333333333,216,72,18,logistic,9,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,19,logistic,9,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,0,logistic,10,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.041666666666666664,0.041666666666666664,0.08333333333333333,216,72,1,logistic,10,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.0,0.06944444444444445,0.08333333333333333,216,72,2,logistic,10,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,3,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,4,logistic,10,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,5,logistic,10,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,6,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,7,logistic,10,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.1527777777777778,-0.08333333333333334,0.08333333333333333,216,72,8,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,9,logistic,10,M_npo_s0,control,M_npo_s0:control
0.05555555555555555,0.0,0.05555555555555555,0.08333333333333333,216,72,10,logistic,10,M_npo_s0,control,M_npo_s0:control
0.013888888888888888,0.013888888888888888,0.0,0.08333333333333333,216,72,11,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,12,logistic,10,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,13,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,14,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,15,logistic,10,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,16,logistic,10,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.16666666666666666,-0.09722222222222221,0.08333333333333333,216,72,17,logistic,10,M_npo_s0,control,M_npo_s0:control
0.125,0.0,0.125,0.08333333333333333,216,72,18,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,19,logistic,10,M_npo_s0,control,M_npo_s0:control
0.0,0.1388888888888889,-0.1388888888888889,0.08333333333333333,216,72,0,logistic,11,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.08333333333333333,216,72,1,logistic,11,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,2,logistic,11,M_npo_s0,control,M_npo_s0:control
0.1111111111111111,0.08333333333333333,0.027777777777777776,0.08333333333333333,216,72,3,logistic,11,M_npo_s0,control,M_npo_s0:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,4,logistic,11,M_npo_s0,control,M_npo_s0:control
0.027777777777777776,0.19444444444444445,-0.16666666666666669,0.08333333333333333,216,72,5,logistic,11,M_npo_s0,control,M_npo_s0:control
0.08333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,216,72,6,logistic,11,M_npo_s0,control,M_npo_s0:control
0.0,0.0,0.0,0.08333333333333333,216,72,7,logistic,11,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.2638888888888889,-0.19444444444444445,0.08333333333333333,216,72,8,logistic,11,M_npo_s0,control,M_npo_s0:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,9,logistic,11,M_npo_s0,control,M_npo_s0:control
